year,search term,sentence,score
2017,Apitutude|Discretionary,"middleofnowhere wrote:  If you read the guidelines on the application form, the ideal would be an achievement on par with being a national athlete/olympiad champion. But I would think that anything on the national level, even if it's not super prestigious, will have a good chance. Think in terms of an achievement that you don't see a few other hundred people having as well, so don't pin too much hope on stuff like CCA leadership or CIP hours. Not saying that cannot try, just don't do it with too high of an expectation. george87 wrote:  Last year what did you put? My friend got in NUSFASS with 71.5 RP. SG citizen. george87 wrote:  It was last year. She was rejected by FASS at first, then they accepted her again due to vacancies. She didn't have to go through DA.  Hi, I tooked my A Levels in 2015, GP: A PW: A H1 Chem: A H2 Econs: B H2 History: D H2 CSC: D so my rp is 72.5  I'm a really humanities person so I'm applying for NUS FASS through Discretionary Admissions. I really want to study in FASS (Political Science/Philosophy/Global Studies). My determination: I've applied and appealed to NUS last year, and will be appealing again if I get rejected this year. I'm alr intending to apply and appeal next year too if I fail this year. I didn't retake coz I couldn't retake CSC (china studies in Chinese) as a private candidate. (I ORD at the start of 2018.) I've got a place in NTU PPGA last year so I'm keeping it for now. Do y'all think I stand a chance for FASS? As for NAA I'm not sure whether a Bronze Award in HCI China Studies Forum, 2nd runner-up in MOE-ST Current Affairs Quiz would help at all, since it's not really like an Olympiad-level kind of competition. In addition, I've participated in SMUN (Singapore Model UN) 2014 (organised by NUS) but I didn't win any award though. Could anyone advise if I could use this to my advantage? Pls help and advise. Thanks a lot!",11.081640050177597
2017,Apitutude|Discretionary,"Anyone care to share his/her take on this?😕Kodaliner wrote:  Hey, like everyone else, I would like to know if I stand a chance in this year's ultra competitive rat race to Uni.  My 'A' lvl is bad and standing at 62.5 RP (Combi: PCMG) Currently setting my eyes on SMU SIS after having a tryout at an online start-up during NS (ORD last Dec). Trying my shot at SMU/NUS/NTU Discretionary Admission with several leadership and volunteering experience throughout secondary, JC and NS. In sec school, I was merely in an exco committee (Head of Discipline), chosen as an ambassador for SG Youth Olympic Games School Twinning Partnership and 182.5 CIP hours. In JC, I was also in the exco committee in my rockslimbing CCA and clinched an overall 'A' Div Boys Championship (Does that count?) in National School Rock Climbing Competition during JC1. I was also selected to organise my JC Orientation camp back in 2014. During NS, I was a spec and have taken up volunteering outside at an organisation for kids with chronic illness. I was the Deputy Director for Programmes Portfolio there, planning camps and organising activities for kids there in 2016. This year, I've switched to Marketing and Communications in the same organisation.  However, due to the online business that my friend and i tried out, I wish to study at SMU SIS to further my interest. Do you guys think I actually stand a chance for SMU DA? (I applied for SMU on 27th Jan this year and merely received the seminar invitation 1-2 weeks after applying) Oh, my 'O' lvl stands at raw 14 points with English B3 and Add/E Math at A2. ",10.841504215631383
2017,Apitutude|Discretionary,"Hey, like everyone else, I would like to know if I stand a chance in this year's ultra competitive rat race to Uni.  My 'A' lvl is bad and standing at 62.5 RP (Combi: PCMG) Currently setting my eyes on SMU SIS after having a tryout at an online start-up during NS (ORD last Dec). Trying my shot at SMU/NUS/NTU Discretionary Admission with several leadership and volunteering experience throughout secondary, JC and NS. In sec school, I was merely in an exco committee (Head of Discipline), chosen as an ambassador for SG Youth Olympic Games School Twinning Partnership and 182.5 CIP hours. In JC, I was also in the exco committee in my rockslimbing CCA and clinched an overall 'A' Div Boys Championship (Does that count?) in National School Rock Climbing Competition during JC1. I was also selected to organise my JC Orientation camp back in 2014. During NS, I was a spec and have taken up volunteering outside at an organisation for kids with chronic illness. I was the Deputy Director for Programmes Portfolio there, planning camps and organising activities for kids there in 2016. This year, I've switched to Marketing and Communications in the same organisation.  However, due to the online business that my friend and i tried out, I wish to study at SMU SIS to further my interest. Do you guys think I actually stand a chance for SMU DA? (I applied for SMU on 27th Jan this year and merely received the seminar invitation 1-2 weeks after applying) Oh, my 'O' lvl stands at raw 14 points with English B3 and Add/E Math at A2. Pure sciences Phy/Bio/Chem B3😧",10.822493335709819
2017,Apitutude|Discretionary,"the-hogwartian wrote:  Hi, I tooked my A Levels in 2015, GP: A PW: A H1 Chem: A H2 Econs: B H2 History: D H2 CSC: D so my rp is 72.5  I'm a really humanities person so I'm applying for NUS FASS through Discretionary Admissions. I really want to study in FASS (Political Science/Philosophy/Global Studies). My determination: I've applied and appealed to NUS last year, and will be appealing again if I get rejected this year. I'm alr intending to apply and appeal next year too if I fail this year. I didn't retake coz I couldn't retake CSC (china studies in Chinese) as a private candidate. (I ORD at the start of 2018.) I've got a place in NTU PPGA last year so I'm keeping it for now. Do y'all think I stand a chance for FASS? As for NAA I'm not sure whether a Bronze Award in HCI China Studies Forum, 2nd runner-up in MOE-ST Current Affairs Quiz would help at all, since it's not really like an Olympiad-level kind of competition. In addition, I've participated in SMUN (Singapore Model UN) 2014 (organised by NUS) but I didn't win any award though. Could anyone advise if I could use this to my advantage? Pls help and advise. Thanks a lot! NTU PPGA good enough what. Why must insist on FASS esp when your rp quite far off from the 10th percentile.  One thing interesting about NTU is that all students are supposed to take unrestricted electives from other schools within NTU which you can choose and apply for. So you can also take electives on philosophy if that is one of your interests.  Anyway all the best for fass. Miracles can still happen as we read of a girl who got in with just 71plus rp last year. To answer your earlier query, I will be enrolling into NTU history this year. And I doubt army rank is the key . It's your achievement and contribution in the army  that counts I guess. If you have, just throw in.",10.811995921345842
2017,Apitutude|Discretionary,"the-hogwartian wrote:  Hi, I tooked my A Levels in 2015, GP: A PW: A H1 Chem: A H2 Econs: B H2 History: D H2 CSC: D so my rp is 72.5  I'm a really humanities person so I'm applying for NUS FASS through Discretionary Admissions. I really want to study in FASS (Political Science/Philosophy/Global Studies). My determination: I've applied and appealed to NUS last year, and will be appealing again if I get rejected this year. I'm alr intending to apply and appeal next year too if I fail this year. I didn't retake coz I couldn't retake CSC (china studies in Chinese) as a private candidate. (I ORD at the start of 2018.) I've got a place in NTU PPGA last year so I'm keeping it for now. Do y'all think I stand a chance for FASS? As for NAA I'm not sure whether a Bronze Award in HCI China Studies Forum, 2nd runner-up in MOE-ST Current Affairs Quiz would help at all, since it's not really like an Olympiad-level kind of competition. In addition, I've participated in SMUN (Singapore Model UN) 2014 (organised by NUS) but I didn't win any award though. Could anyone advise if I could use this to my advantage? Pls help and advise. Thanks a lot! Don't let my comment about DA demoralize you, I made that comment mainly targeting people who are thinking of using only CCA leadership(esp for clubs) and CIP hours. Every award or competition won has their own value, and some faculties may just be looking out for passion.(your achievements give a clear indication that you do, for global affairs at least) Not everyone who gets in through DA has an Olympiad/national athlete-level achievement after all. Plus, the intake for DA has been raised to 15% this year. Just give it a try!",10.776422025752339
2017,Apitutude|Discretionary,"middleofnowhere wrote:  If your aim is to find a job right, engineering is actually a really good choice. With an engineering degree, you can have a choice between being doing technical jobs(eg. engineer) and also office jobs in civil service/private/banking/teaching.(am currently interning in a ministry and my director has engineering background) General degrees like business or social sciences on the other hand, cannot do the former. I even heard that some corporate employers prefer engineering students over those of other disciplines, since they are trained with problem-solving skills.(my brother is doing engineering in ntu). Downsides of engineering is that it is very tough if you have no interest. Otherwise, you can try for the less popular social sciences also such as history or english! Take the accounts about not being able to find jobs with a pinch of salt, there can be many factors such as the applicant simply having bad grades, an unimpressive portfolio, or even being too picky.  Sadly to say, I don't think you should put too much hope on NUS unless you are planning to go through discretionary admissions.(still can try of course, no harm. my results were significantly lower than yours when i applied last year) SMU might have slight chance to land an interview, but of course there's also the problem of passing the interviews. In summary, I would say your best bet is in NTU's engineering or social sciences. icic, but which engineering in NTU is more useful here? Like got bioengineering,eee etc. Preferably something that can secure higher income as well? I need to be able to sponsor a non SC/PR relative for LT visit pass when I work. Also Computer Science/ Computer Engineering in NTU is ABC/C (75) last time,are the chances of me getting in those very low?  Finally, is CS a meme degree like what 4chan always claims? I might want to give CS a try. Thx for your input btw",10.654372087945285
2017,Apitutude|Discretionary,"user1818 wrote:  Got accepted into NTU but rejected by SMU. And I have a friend who got accepted into SMU biz with cgpa 3.2 and he is not even in any national team. How does SMU even select?? GPA 3.2 getting in means it's likely to be Discretionary Admission. See the following. Although many associates DA with Sports or National level achievement, that's not the only case. See the following.Quote: SMU recognises the value of a diverse student body and we take into account the broad range of contributions that applicants can bring to the student community in our selection of our students. Under the Discretionary Admissions (DA) framework, SMU will consider applicants who may not have met the cut-off academic grade but have other outstanding achievements and attributes that SMU values, and whom SMU assesses to have the ability to successfully complete an undergraduate degree. These attributes supplement and complement the core qualities (beyond academic abilities) that SMU looks for in all students admitted to the university: critical thinking abilities, communication skills, and attitude (e.g. motivation, perseverance, determination, curiosity). Up to 10% of places will be set aside for applicants admitted under Discretionary Admissions for AY2016. SMU will look for evidence of outstanding achievements/attributes. Examples include but are not limited to the following: Excellence and/or leadership in sports and/or arts; Impactful leadership and/or participation in community service and volunteer programmes; Significant awards and achievements in area/s relevant to the course applied for; Noteworthy involvement in work (internship) relevant to the course applied for; Noteworthy involvement in entrepreneurial activity; Ability to overcome significant difficulties and life challenges ",9.54313104832673
2017,Apitutude|Discretionary,"the-hogwartian wrote:  Hi, I tooked my A Levels in 2015, GP: A PW: A H1 Chem: A H2 Econs: B H2 History: D H2 CSC: D so my rp is 72.5  I'm a really humanities person so I'm applying for NUS FASS through Discretionary Admissions. I really want to study in FASS (Political Science/Philosophy/Global Studies). My determination: I've applied and appealed to NUS last year, and will be appealing again if I get rejected this year. I'm alr intending to apply and appeal next year too if I fail this year. I didn't retake coz I couldn't retake CSC (china studies in Chinese) as a private candidate. (I ORD at the start of 2018.) I've got a place in NTU PPGA last year so I'm keeping it for now. Do y'all think I stand a chance for FASS? As for NAA I'm not sure whether a Bronze Award in HCI China Studies Forum, 2nd runner-up in MOE-ST Current Affairs Quiz would help at all, since it's not really like an Olympiad-level kind of competition. In addition, I've participated in SMUN (Singapore Model UN) 2014 (organised by NUS) but I didn't win any award though. Could anyone advise if I could use this to my advantage? Pls help and advise. Thanks a lot! O.O This is strange. My friend got rejected then she was offered due to vacancies by NUSFASS.",9.498855067114128
2018,Apitutude|Discretionary,"According to NTU (http://www3.ntu.edu.sg/oad2/website_files/DA.pdf), one of the criteria they consider for DA is “significant awards/achievements in area relevant to the programme applied”, so yes, as long as your scholarship and internship is relevant to the course/(s), I think it *should* count as an achievement.  You should also ask the GM of ur internship firm to be ur appraiser for DA (see document link for more info). Anyway, really no harm in applying for DA, so just give it a shot and see what happens  As for how to write the essay, I remember being asked to write about a meaningful experience OR why I was applying to a particular course/NTU. Whichever topic you chose, I suggest telling it as a cohesive story. ‘Link’ your achievements into it and how it has contributed to you choosing this course/NTU. Listicals of ur achievements can be quite hard to read, and the admissions committee obviously has to read many of them. If your essay is entertaining and insightful too, I think you’ll stand a decent chance of being read/called up for at least an interview. Hope this helps!x3Fastdealer wrote:  Hi guys, saw many comments and posts in this forum saying that Discretionary admission increases the chance of admission into NTU and NUS.  Is having a scholarship (poly) and a recommendation letter from the general manager of your internship company counted as achievements?  By applying through DA, it is also required to submit an applicant assay, may I ask for the write way to write this application assay so as to increase my chances of getting accepted through DA?  Thanks in advance and have a nice day ahead!! ",9.394813179730336
2018,Apitutude|Discretionary,"nusntusmu133 wrote:  Before you even consider what others are saying are nonsense, please get your facts right. And I did not said 3.2. I said 3.25. Read carefully and be more observant. And the 10th percentile for Nursing hovers around the 3.4 mark for the past few years , meaning that there are 10% of the accepted students that fall below this Gpa. That’s not even considering discretionary admissions if you ever follow the news. One of my Friend got into nursing with a GPA of 3.26, as he had a impressive portfolio matched by little, clocking up hours of community service, and accomplishing a lot related to nursing, as well as juggling an diploma plus and being a national player. GPA is not everything, and judging by your words, NUS would not want you because you are full of nonsense. Although I rarely say this, but you should go and reflect on yourself and how you talk to prevent you from being a failure in life. Wrong .i was accepted by NUS,NTU and SMU.thanks for ur concern.",8.381420990955778
2018,Apitutude|Discretionary,"MoonLight555 wrote:  Nonsense.No course in NUS would want u with a gpa of 3.2 Before you even consider what others are saying are nonsense, please get your facts right. And I did not said 3.2. I said 3.25. Read carefully and be more observant. And the 10th percentile for Nursing hovers around the 3.4 mark for the past few years , meaning that there are 10% of the accepted students that fall below this Gpa. That’s not even considering discretionary admissions if you ever follow the news. One of my Friend got into nursing with a GPA of 3.26, as he had a impressive portfolio matched by little, clocking up hours of community service, and accomplishing a lot related to nursing, as well as juggling an diploma plus and being a national player. GPA is not everything, and judging by your words, NUS would not want you because you are full of nonsense. Although I rarely say this, but you should go and reflect on yourself and how you talk to prevent you from being a failure in life.",7.872694142422314
2018,Apitutude|Discretionary,"silverxevan wrote:  hi there, I am one of those with 70rp raw, 70.875rp with MTL who got accepted by SMU social sciences which is my first choice as well. sorry to say this but i think chances r likely to be low as i have a friend with the exact same rp as u who has already gotten rejection frm SMU, first choice also social sciences. hope you have backup plans, all the best!! 1rp makes alot of difference man ( I applied thru discretionary admissions instead of my grades haha not sure if they will still consider rp but no news is better than bad news i guess :/ thanks for your comment ",7.041320942645801
2018,Apitutude|Discretionary,"x3Fastdealer wrote:  Hi guys, saw many comments and posts in this forum saying that Discretionary admission increases the chance of admission into NTU and NUS.  Is having a scholarship (poly) and a recommendation letter from the general manager of your internship company counted as achievements?  By applying through DA, it is also required to submit an applicant assay, may I ask for the write way to write this application assay so as to increase my chances of getting accepted through DA?  Thanks in advance and have a nice day ahead!! I have the same question.. I'm curious to know what kind of scholarship is applicable, through major project? anyway what kind of scholarship did you get?",6.9071574093218615
2018,Apitutude|Discretionary,"x3Fastdealer wrote:  Hi guys, saw many comments and posts in this forum saying that Discretionary admission increases the chance of admission into NTU and NUS.  Is having a scholarship (poly) and a recommendation letter from the general manager of your internship company counted as achievements?  By applying through DA, it is also required to submit an applicant assay, may I ask for the write way to write this application assay so as to increase my chances of getting accepted through DA?  Thanks in advance and have a nice day ahead!! DA is only used when your grades dont meet the cutoff. If you have 3.9 to 4, dont even need to bother.",6.881277290377443
2018,Apitutude|Discretionary,"wmlehhh wrote:  Got offered NUS FASS this morning!! ) I am a poly grad with CGPA of 3.67 and L1R4 of 9, if anyone needs reference. I would like to clarify though, my other applications have not been processed yet. Is it recommended I go ahead and accept this first or should I wait till closer to deadline in case better offers come in? Hey there! Congratulations on your offer :-) Can i just ask, did you apply through normal admissions or you went for a discretionary admission interview?",6.577385384409563
2018,Apitutude|Discretionary,"Hi guys, saw many comments and posts in this forum saying that Discretionary admission increases the chance of admission into NTU and NUS.  Is having a scholarship (poly) and a recommendation letter from the general manager of your internship company counted as achievements?  By applying through DA, it is also required to submit an applicant assay, may I ask for the right way to write this application assay so as to increase my chances of getting accepted through DA?  Thanks in advance and have a nice day ahead!! ",6.572682952547436
2018,Apitutude|Discretionary,ethanchong wrote:  Got shortlisted for NUS Aptitude Based Interview with rp 72.5. Not sure what to expect with that 3 hours long interview lol in the upcoming Tuesday lol. Had to apply urgent leave to ask SAF to let me go for it. Anyone care to shed some light on why it's 3 hours long?? Applicants must be able to provide a set of supporting documents for this section if they are invited by the faculty to attend the interview for Aptitude-based (Discretionary) admissions consideration. What course anyway?,6.222229114322681
2018,Apitutude|Discretionary,"Beepopo wrote:  Hi, can I know if anyone have been called up for the discretionary admissions interview for NUS Computer Science?  I know SoC recently started calling out for people applying to information systems. I would also like to know if anyone knows how exactly do discretionary admissions works? As I applied for IS as my second choice, does it mean that I am not selected for it as I have not receive any news (even interview) till this date?  Thank you that’s me! haha",5.798804107931727
2019,Apitutude|Discretionary,"Slim chance, probably will get automatically transferred to discretionary admissions as gpa is below igp and this year is pretty competitive. Anyways did you take O levels English and if so what grade did you attain? yelyah wrote:  Hey guys, am writing this post just cause~ I'm a graduating student from SP and here are my stats:Dip: BiotechnologycGPA: 3.615CCA: Gold with Honours - President/Outreach Member of Student Chapter - Volunteer for an Overseas CIP/a handful of local beneficiaries - Student Ambassador for SP at a science camp - Helper for events such as FOC, Open House, Student Union events - Master Sergeant for Band (in sec sch but I did mention this in most of my application as it was still quite recent and thought it'd boost my chances lol )Sec qualification: N Levels EMB3: 6, Took one O Level Subject Emath (B3) Went through the PFP route Applied to the following:NUS 1. Business AdminNTU (Got an appraisal from one of my teachers) 1. Business 2. EconomicsSMU (Got two appraisal from my teacher for scholarship but idk how that'll affect my chances for admission as admissions and scholarship are based on two separate process) 1. Business Management  2. Economics Can anyone shed light on my overall chances? Have yet to get an offer from any Unis and the wait is killing me hahah ",9.703863738960516
2019,Apitutude|Discretionary,"mikeyyy wrote:  Hi can someone rate my chances of getting into NUS InfoSys? I have a 5 sem cgpa of 3.9x from a relevant poly course but unfortunately i did not score an A2 for my e math and i did not take o level A math (almost half of my modules i took in poly are scored as Distinctions and i took further math if it matters). I saw the latest igp for NUS computing and i was shocked  . Let me first caveat that I did not grad from NUS InfoSys / SOC. 1. It is probably true that the odds of admissions are slim, but there are other ways to “prove your abilities for math”. Think outside the box (e.g might an exceptional SAT Math score help? Etc...) 2. IGP is indicative, and shows 90th and 10th percentile. What about the 1st to 9.99th percentile of students? There’s no real way of knowing what the absolute cut-off in a given year is (after accounting for discretionary and mature admissions).  3. Relating to point 2, never say never. I was the last ranked undergrad in my cohort (academically) at admissions, but I still finished in 3.5 yrs with good hons. Always happy to help prospective students. Do reach out if you would like a more detailed consult, cheers ",8.744124197760122
2019,Apitutude|Discretionary,"I think your grades and profile are decent.  Did you apply for discretionary admissions with supporting documents? CheersAlexander_ wrote:  Hello! Was wondering if any kind souls would give me some advice on my chances to enter any schools (SMU/ NUS/ NTU)'s Biz Mgmt courses with my grades and contributions below! Cumulative GPA (6th Sem): 3.42 (Had a rough start lol) Poly Course: NYP Business Management O'level Scores: L1R4: 15 (A1 for English, have E/A Maths) Contributions: Valedictorian of my course, Participated in Inter-poly competitions, was the Head of Logistics for my CCA (Have two CCAs, upheld position only for one), Entered Dean's List twice. Is there no hope for me? I tried applying for the above Universities but it seems like I still haven't gotten a reply. ",8.214058299406048
2019,Apitutude|Discretionary,"Ferrydark wrote:  Hi! Currently in SP’s Business Administration with a GPA of 3.615 (SEM 4). CCA: Gold w/ honours, vice-president and president of two clubs (school club and student ambassador) Currently interning at a well-known bank. Left with 1 semester (intern gpa will not be included lol) to pull up my GPA to a max of 3.69 (assuming i get a 4.0 again). What are my chances of getting into NUS/NTU Business School? Really would appreciate some advice! Quite high chance in my opinion. Apply under discretionary admission and be sure to state all your leadership roles + competitions + any other stuff you'll like to highlight.  In the event that you do not get in this year, appeal. If still cannot get in the apply next year. All the best",7.69328492917624
2019,Apitutude|Discretionary,Callyo wrote:  I applied to NUS medicine via EIS (Discretionary admission) and the application is still processing. The entrance test is on 1st April (Monday) and / or 7th April but it's still processing.. Could it be that they need to review DA applicants one by one so it takes longer while normal route only use the system to shortlist (based on cut off point) my friend got an email to attend the NUS FASS aptitude based writing test (bg info: graduated in 2018 with a gpa of 3.5 and currently interning at a famous sg based media company) so im really confused how NUS go about shortlisting DA applicants ):,7.065781524038376
2019,Apitutude|Discretionary,"Jcleng wrote:  Oh ok thanks, I have just called the 3 uni, think NTU communication study wnt be able to get in even thru DA. hmm, I would say don't sell your kid's odds short.  Discretionary Admissions seek to answer 2 questions: 1. With your academic qualifications (not restricted to O/A/Diploma results), can you survive the program if you are accepted. 2. Of all the DA applicants, why you? What do you bring to the table and can you communicate that through your portfolio / interviews / assessment centre? Hope this helps  Cheers",6.763528197624226
2019,Apitutude|Discretionary,"Loldx01 wrote:  Slim chance, probably will get automatically transferred to discretionary admissions as gpa is below igp and this year is pretty competitive. Anyways did you take O levels English and if so what grade did you attain? Yeah tbh with my grades i wasnt expecting much, was hoping my cca could at least help me in some ways.  With regards to my English, i didn't take it as an O Level Subject. I did however take N Levels English and got an A2.  For future purposes if theres any use my n level grades were:  eng (A2) e maths (A2) a maths (B3) comb humans (A1) comb science (A1) food and nutrition (A1) malay (A2)",6.4769192397342845
2019,Apitutude|Discretionary,"b_ongzhenyu wrote:  May I know what are the chances of getting into SMU Computer Science?  Poly 3.46 GPA no CCA O Levels L1R4 17, emath A2, amath b3 Want to try NTU but not related course so can't. what I know about NTU is that if you are able to secure Diploma with merit then not related course (except super competitive course) are eligible for application. Btw strongly recommend you to try applying SMU and include more things in Discretionary admission section and i believe you have chance for it!",6.238171110075009
2019,Apitutude|Discretionary,Occifer&Gentleman wrote:  I think your grades and profile are decent.  Did you apply for discretionary admissions with supporting documents? Cheers Hello! Yup I definitely did apply for DA and I included many supporting documents like my testimonials and recommendation letters from school and my Overseas Internship firm (because I worked with a client to launch their first few products for a start-up company in China). But yup I hope I still can stand a chance given my rather low GPA ,6.189499946590747
2019,Apitutude|Discretionary,"Siaolangkeng wrote:  Quite high chance in my opinion. Apply under discretionary admission and be sure to state all your leadership roles + competitions + any other stuff you'll like to highlight.  In the event that you do not get in this year, appeal. If still cannot get in the apply next year. All the best Thank you so much for the tip! Thank you!",4.990981832745292
2020,Apitutude|Discretionary,"We haven't had an updated version for some time after the latest GES was released. Now this is one of the kinds of analysis that when interpreting the visualisation you must have in mind a few caveats. Although it is generally advised not to pick a course solely on remuneration, undoubtedly some are willing to sacrifice their happiness working in a field they later find they dislike for a higher pay, and this is their decision.   That being said, this plot is still interesting enough although with a few important things to note:  \- 10% IGP is not the minimum and may be a good measure, but A lvl Rank points does not solely determine the difficulty of entrance for some courses. Especially for courses with interviews, it is quite often the case where the real difficulty lies in passing the interview and not the RP filtering stage  \- For 85 RP courses, it is obvious that quite a few could, and will be greater than 85 RP. This is just a result of the published IGPs holding GP to be a 'C' grade, a decision made by the universities/MOE.  \- This does not take into account non-normal admission like discretionary admission scheme  \- <Honour> variants of the majors were assumed to have the same IGP. If this does not seem to make sense do point out!  \- Horizontal and Vertical lines are the major-wise mean of the courses analysed here. If your major is not here, it must have meant I could not obtain the data for either dimension.  \- One last thing to add is that starting salary is not necessarily the best measure for some majors. For one example, accountancy is known to have lower starting pay but more well-known for its increment/progression. So do take note of this.  \- Business Analytics is from Computing but it is a Bachelor of Science  \- the usual problems for GES in general still apply, like reporting bias, sample size etc. (although all here are >30, but that's still not significantly big).  \- Decided to do for gross starting remuneration but basic could also hold some insights.  \- For obvious reasons, there is a 3/4 year lag between the latest batch(IGP) and the batch whose GES was considered.  &#x200B;  Data was taken from MOE at: [https://www.moe.gov.sg/docs/default-source/document/education/post-secondary/files/web-publication-nus-ges-2019.pdf](https://www.moe.gov.sg/docs/default-source/document/education/post-secondary/files/web-publication-nus-ges-2019.pdf)  Some footnotes copy and pasted from their report:  ""  6. Data on law, medicine and pharmacy graduates is obtained from a follow-up survey on 2018 graduates after they have completed their  one-year practical law course/pupillage/housemanship/first-year residency/practical training. Data on architecture graduates is  obtained from a follow-up survey on 2016 architecture graduates after they have completed their practical training.  7. The Bachelor of Environmental Studies degree is a multidisciplinary programme that allows students to specialise in either  Environmental Biology within the Faculty of Science or Environmental Geography within the Faculty of Arts and Social Sciences.  8. \*: Data is based on a sample size of fewer than 30 respondents. ""  &#x200B;  For more caveats, take a look at their the link above, their report is quite comprehensive for most intents and purposes.  With the 4-partition, linear model line may not be needed but I have left it there in case some are interested to see.  &#x200B;  Last advice is that cliche as it seems, remember to consider if you value your happiness more than such financial considerations. A major, though not always, could go a long way in determining a large part of your life.",13.658441231491938
2020,Apitutude|Discretionary,"The university admission season is in full swing.  It is timely to reflect on whether admission processes can be improved to manage the increased diversity of prospective university students.  I am a recent graduate from the National University of Singapore’s (NUS) Master of Architecture programme from the polytechnic route.  But I initially faced significant challenges securing a place in local universities, though I came third in my interior architecture diploma from Temasek Polytechnic, one of two diplomas recognised by the Board of Architects Singapore for training waivers.  NUS and the Singapore University of Technology and Design rejected my application and appeals for admission to their bachelor’s degrees in architecture.  My grade point average (GPA) as the third-highest-scoring student was not enough to even land me an interview under a discretionary admissions scheme.  An appeal letter from a Member of Parliament was the saving grace that secured me an interview. I was offered a place in the NUS bachelor’s degree in architecture in 2015 and completed it in 2018. I finished the master’s course last year.  It was disquieting to observe, for instance, that students from Singapore Polytechnic’s environment-design-related diplomas disproportionately dominated the pool of polytechnic students in the bachelor’s and master’s courses in architecture at NUS.  My checks in 2015 revealed that the GPA of the bottom 10th percentile of polytechnic students admitted to the architecture programme was higher than that of the top scorer from my Temasek Polytechnic diploma cohort. This raises the question of whether it is equitable to use the polytechnic GPA as a standard for admission to courses in local universities.     While the A-Level examinations provide a level playing field for junior college students, can we assume that the GPAs between polytechnics are a similar and fair equivalent for our polytechnic students?  Do not get me wrong. This is not a public appeal to increase places for polytechnic students. It is about ensuring that these limited seats go to the best students from the various polytechnics.  Can the Ministry of Education clarify if there are measures to ensure similar levels of rigour in the curricula of diploma courses from the different polytechnics?  And is there a similar standard for assessment and grading?  The current practice in some diploma courses to invite university academics to review the work of their final-year students is commendable and should be better structured to serve as an objective means of assessing the competence of students.    An additional GPA score, perhaps moderated at a national level and reflective of the student’s position in his course, can help universities more fairly process these applications.  Polytechnics should also publish the proportion of their diploma graduates who enter local universities, so that prospective students can make informed choices. Students who are certain that they want to pursue further education after their diplomas can thus better gauge which course will offer them the best chances.",10.520982878452642
